sent.no	1	s	_	_2	_3	_4	_5	_6	_7	_8	ratio
445	479	אידן	_	_	_	_	_	_	_	_	0.67
445	480	הויפגראַוויאָרן	_	_	_	_	_	_	_	_	0.67
445	481	)	_	PUNCT	_	_	_	_	_	_	0.67
445	482	,	_	PUNCT	_	_	_	_	_	_	0.67
445	483	האָט	_	X	_		_	_	_	_	0.67
445	484	ער	_	PRON	_	_	_	_	_	_	0.67
445	485	זיך	_	PRON	_	_	_	_	_	_	0.67
445	486	אַליין	_	ADV	_	_	_	_	_	_	0.67
445	487	גענומען	_	VERB	_	_	_	_	_	_	0.67
445	488	,	_	PUNCT	_	_	_	_	_	_	0.67
445	489	און	_	CCONJ	_	_	_	_	_	_	0.67
445	490	נישט	_	PART	_	_	_	_	_	_	0.67
445	491	אַזוי	_	ADV	_	_	_	_	_	_	0.67
445	492	לייכט	_	_	_	_	_	_	_	_	0.67
445	493	איז	_	X	_		_	_	_	_	0.67
445	494	דאָם	_	_	_	_	_	_	_	_	0.67
445	495	אים	_	PRON	_	_	_	_	_	_	0.67
445	496	אָנגעקומען	_	_	_	_	_	_	_	_	0.67
445	497	.	_	PUNCT	_	_	_	_	_	_	0.67
497											0.64
497	499	אָבּער	_	_	_	_	_	_	_	_	0.64
497	500	אים	_	PRON	_	_	_	_	_	_	0.64
497	501	האָט	_	X	_		_	_	_	_	0.64
497	502	דאָך	_	ADV	_	_	_	_	_	_	0.64
497	503	געצוינן	_	_	_	_	_	_	_	_	0.64
497	504	צו	_	ADP	_	_	_	_	_	_	0.64
497	505	מסחר	_	_	_	_	_	_	_	_	0.64
497	506	,	_	PUNCT	_	_	_	_	_	_	0.64
497	507	און	_	CCONJ	_	_	_	_	_	_	0.64
497	508	בּאַ	_	_	_	_	_	_	_	_	0.64
497	509	דער	_	DET	_	_	_	_	_	_	0.64
497	510	ערשטער	_	ADJ	_	_	_	_	_	_	0.64
497	511	געלעגנהייט	_	_	_	_	_	_	_	_	0.64
497	512	האָט	_	X	_		_	_	_	_	0.64
497	513	ער	_	PRON	_	_	_	_	_	_	0.64
497	514	פאַרבּויגן	_	_	_	_	_	_	_	_	0.64
497	515	זיין	_	_	_	_	_	_	_	_	0.64
497	516	קונסט	_	NOUN	_	_	_	_	_	_	0.64
497	517	צוליבּ	_	_	_	_	_	_	_	_	0.64
497	518	האַנדל	_	NOUN	_	_	_	_	_	_	0.64
497	519	און	_	CCONJ	_	_	_	_	_	_	0.64
497	520	האָט	_	X	_		_	_	_	_	0.64
497	521	אויסגעדינט	_	_	_	_	_	_	_	_	0.64
497	522	אַלע	_	X	_	_	_	_	_	_	0.64
497	523	אידישליכע	_	_	_	_	_	_	_	_	0.64
497	524	עבודה	_	_	_	_	_	_	_	_	0.64
497	525	-	_	PUNCT	_	_	_	_	_	_	0.64
497	526	זרהס	_	_	_	_	_	_	_	_	0.64
497	527	:	_	PUNCT	_	_	_	_	_	_	0.64
497	528	געהאַנדעלט	_	_	_	_	_	_	_	_	0.64
497	529	מיט	_	ADP	_	_	_	_	_	_	0.64
497	530	צירוננ	_	_	_	_	_	_	_	_	0.64
497	531	,	_	PUNCT	_	_	_	_	_	_	0.64
497	532	מיט	_	ADP	_	_	_	_	_	_	0.64
497	533	גאַלאַנטעריי	_	_	_	_	_	_	_	_	0.64
497	534	,	_	PUNCT	_	_	_	_	_	_	0.64
497	535	אַפילו	_	_	_	_	_	_	_	_	0.64
497	536	מיט	_	ADP	_	_	_	_	_	_	0.64
497	537	ציגן	_	NOUN	_	_	_	_	_	_	0.64
497	538	,	_	PUNCT	_	_	_	_	_	_	0.64
497	539	געווען	_	X	_	_	_	_	_	_	0.64
497	540	אויך	_	ADV	_	_	_	_	_	_	0.64
497	541	אַ	_	DET	_	_	_	_	_	_	0.64
497	542	צושטעלער	_	NOUN	_	_	_	_	_	_	0.64
497	543	בּאַ	_	_	_	_	_	_	_	_	0.64
497	544	דער	_	DET	_	_	_	_	_	_	0.64
497	545	אַרמיי	_	_	_	_	_	_	_	_	0.64
497	546	(	_	PUNCT	_	_	_	_	_	_	0.64
497	547	אין	_	ADP	_	_	_	_	_	_	0.64
497	548	שוועדיש	_	_	_	_	_	_	_	_	0.64
497	549	-	_	PUNCT	_	_	_	_	_	_	0.64
497	550	רוסישן	_	_	_	_	_	_	_	_	0.64
497	551	קריג	_	NOUN	_	_	_	_	_	_	0.64
497	552	)	_	PUNCT	_	_	_	_	_	_	0.64
497	553	.	_	PUNCT	_	_	_	_	_	_	0.64
553											0.58
553	555	דאָם	_	_	_	_	_	_	_	_	0.58
553	556	איינציגע	_	_	_	_	_	_	_	_	0.58
553	557	,	_	PUNCT	_	_	_	_	_	_	0.58
553	558	וואָס	_	X	_	_	_	_	_	_	0.58
553	559	בּאַשיינט	_	_	_	_	_	_	_	_	0.58
553	560	דעם	_	DET	_	_	_	_	_	_	0.58
553	561	דאָזיגן	_	_	_	_	_	_	_	_	0.58
553	562	דורכשניטליכן	_	_	_	_	_	_	_	_	0.58
553	563	סוחר	_	NOUN	_	_	_	_	_	_	0.58
553	564	,	_	PUNCT	_	_	_	_	_	_	0.58
553	565	איז	_	X	_		_	_	_	_	0.58
553	566	זיין	_	_	_	_	_	_	_	_	0.58
553	567	זעלטענע	_	ADJ	_	_	_	_	_	_	0.58
553	568	ערליכקייט	_	_	_	_	_	_	_	_	0.58
553	569	און	_	CCONJ	_	_	_	_	_	_	0.58
553	570	נישטגייציגקייט	_	_	_	_	_	_	_	_	0.58
553	571	,	_	PUNCT	_	_	_	_	_	_	0.58
553	572	וואָס	_	X	_	_	_	_	_	_	0.58
553	573	איר	_	PRON	_	_	_	_	_	_	0.58
553	574	מוזט	_	_	_	_	_	_	_	_	0.58
553	575	דאָם	_	_	_	_	_	_	_	_	0.58
553	576	אים	_	PRON	_	_	_	_	_	_	0.58
553	577	גלויבּן	_	_	_	_	_	_	_	_	0.58
553	578	,	_	PUNCT	_	_	_	_	_	_	0.58
553	579	ווייל	_	_	_	_	_	_	_	_	0.58
553	580	דאָם	_	_	_	_	_	_	_	_	0.58
553	581	,	_	PUNCT	_	_	_	_	_	_	0.58
553	582	וואָס	_	X	_	_	_	_	_	_	0.58
553	583	ער	_	PRON	_	_	_	_	_	_	0.58
553	584	דערציילט	_	_	_	_	_	_	_	_	0.58
553	585	פון	_	ADP	_	_	_	_	_	_	0.58
553	586	זיך	_	PRON	_	_	_	_	_	_	0.58
553	587	,	_	PUNCT	_	_	_	_	_	_	0.58
553	588	איז	_	X	_		_	_	_	_	0.58
553	589	איבּערצייגנד	_	_	_	_	_	_	_	_	0.58
553	590	.	_	PUNCT	_	_	_	_	_	_	0.58
590											0.59
590	592	זיין	_	_	_	_	_	_	_	_	0.59
590	593	געוואַלדיגע	_	_	_	_	_	_	_	_	0.59
590	594	ענערגיע	_	NOUN	_	_	_	_	_	_	0.59
590	595	איז	_	X	_		_	_	_	_	0.59
590	596	ניט	_	PART	_	_	_	_	_	_	0.59
590	597	בּלויז	_	_	_	_	_	_	_	_	0.59
590	598	אים	_	PRON	_	_	_	_	_	_	0.59
590	599	פּערזענליך	_	_	_	_	_	_	_	_	0.59
590	600	בּייגעשטאַנען	_	_	_	_	_	_	_	_	0.59
590	601	אין	_	ADP	_	_	_	_	_	_	0.59
590	602	אַלע	_	X	_	_	_	_	_	_	0.59
590	603	נויטן	_	_	_	_	_	_	_	_	0.59
590	604	,	_	PUNCT	_	_	_	_	_	_	0.59
590	605	ווען	_	_	_	_	_	_	_	_	0.59
590	606	ער	_	PRON	_	_	_	_	_	_	0.59
590	607	האָט	_	X	_		_	_	_	_	0.59
590	608	זיך	_	PRON	_	_	_	_	_	_	0.59
590	609	פון	_	ADP	_	_	_	_	_	_	0.59
590	610	אָרימקייט	_	_	_	_	_	_	_	_	0.59
590	611	און	_	CCONJ	_	_	_	_	_	_	0.59
590	612	דערשלאָגנקייט	_	_	_	_	_	_	_	_	0.59
590	613	אַרויפגע-	_	_	_	_	_	_	_	_	0.59
590	614	אַרבּעט	_	_	_	_	_	_	_	_	0.59
590	615	צו	_	ADP	_	_	_	_	_	_	0.59
590	616	פאַרמעגליכקייט	_	_	_	_	_	_	_	_	0.59
590	617	און	_	CCONJ	_	_	_	_	_	_	0.59
590	618	אָנזעהן	_	_	_	_	_	_	_	_	0.59
590	619	(	_	PUNCT	_	_	_	_	_	_	0.59
590	620	ער	_	PRON	_	_	_	_	_	_	0.59
590	621	איז	_	X	_		_	_	_	_	0.59
590	622	געוואָרן	_	AUX	_	_	_	_	_	_	0.59
590	623	הויפיווועליר	_	_	_	_	_	_	_	_	0.59
590	624	)	_	PUNCT	_	_	_	_	_	_	0.59
590	625	.	_	PUNCT	_	_	_	_	_	_	0.59
625											0.6
625	627	די	_	DET	_	_	_	_	_	_	0.6
625	628	דאָזיגע	_	_	_	_	_	_	_	_	0.6
625	629	ענערגיע	_	NOUN	_	_	_	_	_	_	0.6
625	630	האָט	_	X	_		_	_	_	_	0.6
625	631	אים	_	PRON	_	_	_	_	_	_	0.6
625	632	געבּראַכט	_	_	_	_	_	_	_	_	0.6
625	633	אויך	_	ADV	_	_	_	_	_	_	0.6
625	634	צו	_	ADP	_	_	_	_	_	_	0.6
625	635	עפענען	_	_	_	_	_	_	_	_	0.6
625	636	פאַר	_	_	_	_	_	_	_	_	0.6
625	637	אידן	_	_	_	_	_	_	_	_	0.6
625	638	אַ	_	DET	_	_	_	_	_	_	0.6
625	639	„	_	PUNCT	_	_	_	_	_	_	0.6
625	640	ניי	_	_	_	_	_	_	_	_	0.6
625	641	לאַנד	_	NOUN	_	_	_	_	_	_	0.6
625	642	“	_	PUNCT	_	_	_	_	_	_	0.6
625	643	—	_	PUNCT	_	_	_	_	_	_	0.6
625	644	שוועדן	_	_	_	_	_	_	_	_	0.6
625	645	,	_	PUNCT	_	_	_	_	_	_	0.6
625	646	וואו	_	_	_	_	_	_	_	_	0.6
625	647	בּיז	_	_	_	_	_	_	_	_	0.6
625	648	אים	_	PRON	_	_	_	_	_	_	0.6
625	649	האָבּן	_	X	_	_	_	_	_	_	0.6
625	650	אידן	_	_	_	_	_	_	_	_	0.6
625	651	ניט	_	PART	_	_	_	_	_	_	0.6
625	652	געטאָרט	_	_	_	_	_	_	_	_	0.6
625	653	קיין	_	X	_	_	_	_	_	_	0.6
625	654	פום	_	_	_	_	_	_	_	_	0.6
625	655	שטעלן	_	_	_	_	_	_	_	_	0.6
625	656	.	_	PUNCT	_	_	_	_	_	_	0.6
625	657	אַהרון	_	_	_	_	_	_	_	_	0.6
625	658	איזאַק	_	PROPN	_	_	_	_	_	_	0.6
625	659	האָט	_	X	_		_	_	_	_	0.6
625	660	אין	_	ADP	_	_	_	_	_	_	0.6
625	661	זיך	_	PRON	_	_	_	_	_	_	0.6
625	662	עפּעס	_	X	_	_	_	_	_	_	0.6
625	663	פון	_	ADP	_	_	_	_	_	_	0.6
625	664	אַ	_	DET	_	_	_	_	_	_	0.6
625	665	גייסט	_	_	_	_	_	_	_	_	0.6
625	666	פון	_	ADP	_	_	_	_	_	_	0.6
625	667	אַ	_	DET	_	_	_	_	_	_	0.6
625	668	וועג	_	_	_	_	_	_	_	_	0.6
625	669	-	_	PUNCT	_	_	_	_	_	_	0.6
625	670	דרורכרייסער	_	_	_	_	_	_	_	_	0.6
625	671	,	_	PUNCT	_	_	_	_	_	_	0.6
625	672	און	_	CCONJ	_	_	_	_	_	_	0.6
625	673	ער	_	PRON	_	_	_	_	_	_	0.6
625	674	האָט	_	X	_		_	_	_	_	0.6
625	675	אָנגעהויבּן	_	_	_	_	_	_	_	_	0.6
625	676	צו	_	ADP	_	_	_	_	_	_	0.6
625	677	„	_	PUNCT	_	_	_	_	_	_	0.6
625	678	קאָלאָניזירן	_	_	_	_	_	_	_	_	0.6
625	679	“	_	PUNCT	_	_	_	_	_	_	0.6
625	680	אידן	_	_	_	_	_	_	_	_	0.6
625	681	אין	_	ADP	_	_	_	_	_	_	0.6
625	682	שוועדן	_	_	_	_	_	_	_	_	0.6
625	683	,	_	PUNCT	_	_	_	_	_	_	0.6
625	684	בּאַוויזן	_	_	_	_	_	_	_	_	0.6
625	685	דערבּיי	_	_	_	_	_	_	_	_	0.6
625	686	פּאָליטישן	_	ADJ	_	_	_	_	_	_	0.6
625	687	פאַרשטאַנד	_	_	_	_	_	_	_	_	0.6
625	688	און	_	CCONJ	_	_	_	_	_	_	0.6
625	689	געבּוירענעם	_	_	_	_	_	_	_	_	0.6
625	690	טאַקט	_	_	_	_	_	_	_	_	0.6
625	691	.	_	PUNCT	_	_	_	_	_	_	0.6
691											0.57
691	693	מיט	_	ADP	_	_	_	_	_	_	0.57
691	694	אים	_	PRON	_	_	_	_	_	_	0.57
691	695	הויבּט	_	_	_	_	_	_	_	_	0.57
691	696	זיך	_	PRON	_	_	_	_	_	_	0.57
691	697	אָן	_	ADP	_	_	_	_	_	_	0.57
691	698	דער	_	DET	_	_	_	_	_	_	0.57
691	699	נייער	_	_	_	_	_	_	_	_	0.57
691	700	אידישער	_	_	_	_	_	_	_	_	0.57
691	701	ישוב	_	_	_	_	_	_	_	_	0.57
691	702	אין	_	ADP	_	_	_	_	_	_	0.57
691	703	שוועדן	_	_	_	_	_	_	_	_	0.57
691	704	,	_	PUNCT	_	_	_	_	_	_	0.57
691	705	אַ	_	DET	_	_	_	_	_	_	0.57
691	706	געוויסער	_	_	_	_	_	_	_	_	0.57
691	707	נעזעלשאַפטליכער	_	_	_	_	_	_	_	_	0.57
691	708	פאַרדינסט	_	_	_	_	_	_	_	_	0.57
691	709	פאַר	_	_	_	_	_	_	_	_	0.57
691	710	אַ	_	DET	_	_	_	_	_	_	0.57
691	711	בּאַשיידענעם	_	_	_	_	_	_	_	_	0.57
691	712	מענשן	_	_	_	_	_	_	_	_	0.57
691	713	,	_	PUNCT	_	_	_	_	_	_	0.57
691	714	וואָס	_	X	_	_	_	_	_	_	0.57
691	715	האָט	_	X	_		_	_	_	_	0.57
691	716	זיך	_	PRON	_	_	_	_	_	_	0.57
691	717	קיין	_	X	_	_	_	_	_	_	0.57
691	718	געזעלשאַפטליכע	_	_	_	_	_	_	_	_	0.57
691	719	צוועקן	_	_	_	_	_	_	_	_	0.57
691	720	ניט	_	PART	_	_	_	_	_	_	0.57
691	721	גע	_	NOUN	_	_	_	_	_	_	0.57
691	722	-	_	PUNCT	_	_	_	_	_	_	0.57
691	723	שטעלט	_	VERB	_	_	_	_	_	_	0.57
691	724	.	_	PUNCT	_	_	_	_	_	_	0.57
691	725	אין	_	ADP	_	_	_	_	_	_	0.57
691	726	דעם	_	DET	_	_	_	_	_	_	0.57
691	727	נייעם	_	_	_	_	_	_	_	_	0.57
691	728	ישוב	_	_	_	_	_	_	_	_	0.57
691	729	איז	_	X	_		_	_	_	_	0.57
691	730	דאָם	_	_	_	_	_	_	_	_	0.57
691	731	צוגעגאַנגען	_	_	_	_	_	_	_	_	0.57
691	732	אַזויווי	_	_	_	_	_	_	_	_	0.57
691	733	אין	_	ADP	_	_	_	_	_	_	0.57
691	734	די	_	DET	_	_	_	_	_	_	0.57
691	735	אַלטע	_	ADJ	_	_	_	_	_	_	0.57
691	736	,	_	PUNCT	_	_	_	_	_	_	0.57
691	737	אַזויווי	_	_	_	_	_	_	_	_	0.57
691	738	אין	_	ADP	_	_	_	_	_	_	0.57
691	739	אונזערע	_	_	_	_	_	_	_	_	0.57
691	740	בּאַקאַנטע	_	_	_	_	_	_	_	_	0.57
691	741	אידישע	_	_	_	_	_	_	_	_	0.57
691	742	שטעטלאַך	_	_	_	_	_	_	_	_	0.57
691	743	:	_	PUNCT	_	_	_	_	_	_	0.57
691	744	אידן	_	_	_	_	_	_	_	_	0.57
691	745	הענדלער	_	NOUN	_	_	_	_	_	_	0.57
691	746	און	_	CCONJ	_	_	_	_	_	_	0.57
691	747	קרעמער	_	NOUN	_	_	_	_	_	_	0.57
691	748	,	_	PUNCT	_	_	_	_	_	_	0.57
691	749	מעקלער	_	NOUN	_	_	_	_	_	_	0.57
691	750	און	_	CCONJ	_	_	_	_	_	_	0.57
691	751	דרייער	_	_	_	_	_	_	_	_	0.57
691	752	,	_	PUNCT	_	_	_	_	_	_	0.57
691	753	צדדים	_	NOUN	_	_	_	_	_	_	0.57
691	754	מיט	_	ADP	_	_	_	_	_	_	0.57
691	755	צוויי	_	NUM	_	_	_	_	_	_	0.57
691	756	מגינים	_	_	_	_	_	_	_	_	0.57
691	757	(	_	PUNCT	_	_	_	_	_	_	0.57
691	758	בּאַ	_	_	_	_	_	_	_	_	0.57
691	759	דריי	_	_	_	_	_	_	_	_	0.57
691	760	-	_	PUNCT	_	_	_	_	_	_	0.57
691	761	פיר	_	_	_	_	_	_	_	_	0.57
691	762	צענדליג	_	_	_	_	_	_	_	_	0.57
691	763	אידישע	_	_	_	_	_	_	_	_	0.57
691	764	געזינדן	_	_	_	_	_	_	_	_	0.57
691	765	אין	_	ADP	_	_	_	_	_	_	0.57
691	766	שטאָקהאָלם	_	_	_	_	_	_	_	_	0.57
691	767	!	_	PUNCT	_	_	_	_	_	_	0.57
691	768	)	_	PUNCT	_	_	_	_	_	_	0.57
691	769	,	_	PUNCT	_	_	_	_	_	_	0.57
691	770	און	_	CCONJ	_	_	_	_	_	_	0.57
691	771	אַפילו	_	_	_	_	_	_	_	_	0.57
691	772	מיט	_	ADP	_	_	_	_	_	_	0.57
691	773	צוויי	_	NUM	_	_	_	_	_	_	0.57
691	774	בּית	_	_	_	_	_	_	_	_	0.57
691	775	-	_	PUNCT	_	_	_	_	_	_	0.57
691	776	עולמס	_	_	_	_	_	_	_	_	0.57
691	777	,	_	PUNCT	_	_	_	_	_	_	0.57
691	778	מחלוקתן	_	NOUN	_	_	_	_	_	_	0.57
691	779	איבּער	_	_	_	_	_	_	_	_	0.57
691	780	אַ	_	DET	_	_	_	_	_	_	0.57
691	781	רב	_	NOUN	_	_	_	_	_	_	0.57
691	782	,	_	PUNCT	_	_	_	_	_	_	0.57
691	783	איבּער	_	_	_	_	_	_	_	_	0.57
691	784	גבּאות	_	_	_	_	_	_	_	_	0.57
691	785	און	_	CCONJ	_	_	_	_	_	_	0.57
691	786	שישי	_	_	_	_	_	_	_	_	0.57
691	787	,	_	PUNCT	_	_	_	_	_	_	0.57
691	788	—	_	PUNCT	_	_	_	_	_	_	0.57
691	789	דער	_	DET	_	_	_	_	_	_	0.57
691	790	בּאַקאַנטער	_	_	_	_	_	_	_	_	0.57
691	791	וויסטיגער	_	_	_	_	_	_	_	_	0.57
691	792	אידישליכער	_	_	_	_	_	_	_	_	0.57
691	793	שטייגער	_	_	_	_	_	_	_	_	0.57
691	794	!	_	PUNCT	_	_	_	_	_	_	0.57
794											0.42
794	796	אינם	_	_	_	_	_	_	_	_	0.42
794	797	דאָזיגן	_	_	_	_	_	_	_	_	0.42
794	798	שטייגער	_	_	_	_	_	_	_	_	0.42
794	799	געווינט	_	_	_	_	_	_	_	_	0.42
794	800	אַהרון	_	_	_	_	_	_	_	_	0.42
794	801	אַיזאַקס	_	_	_	_	_	_	_	_	0.42
794	802	פּערזענליכקייט	_	_	_	_	_	_	_	_	0.42
794	803	נאָך	_	X	_	_	_	_	_	_	0.42
794	804	מער	_	X	_	_	_	_	_	_	0.42
794	805	מיט	_	ADP	_	_	_	_	_	_	0.42
794	806	איר	_	PRON	_	_	_	_	_	_	0.42
794	807	ערליכקייט	_	_	_	_	_	_	_	_	0.42
794	808	,	_	PUNCT	_	_	_	_	_	_	0.42
794	809	מיט	_	ADP	_	_	_	_	_	_	0.42
794	810	אַ	_	DET	_	_	_	_	_	_	0.42
794	811	געפיל	_	_	_	_	_	_	_	_	0.42
794	812	פאַר	_	_	_	_	_	_	_	_	0.42
794	813	אָררענונג	_	_	_	_	_	_	_	_	0.42
794	814	.	_	PUNCT	_	_	_	_	_	_	0.42
814											0.75
814	816	און	_	CCONJ	_	_	_	_	_	_	0.75
814	817	אָרגאַניזירטקייט	_	_	_	_	_	_	_	_	0.75
814	818	און	_	CCONJ	_	_	_	_	_	_	0.75
814	819	מיט	_	ADP	_	_	_	_	_	_	0.75
814	820	אַן	_	DET	_	_	_	_	_	_	0.75
814	821	אינעווייניגסטער	_	_	_	_	_	_	_	_	0.75
814	822	אינטעליגענץ	_	NOUN	_	_	_	_	_	_	0.75
814	823	.	_	PUNCT	_	_	_	_	_	_	0.75
823											0.68
823	825	אַהרון	_	_	_	_	_	_	_	_	0.68
823	826	איזאַק	_	PROPN	_	_	_	_	_	_	0.68
823	827	האָט	_	X	_		_	_	_	_	0.68
823	828	געשריבּן	_	_	_	_	_	_	_	_	0.68
823	829	זיין	_	_	_	_	_	_	_	_	0.68
823	830	אַווטאָבּיאָגראַפיע	_	_	_	_	_	_	_	_	0.68
823	831	„	_	PUNCT	_	_	_	_	_	_	0.68
823	832	אויף	_	ADP	_	_	_	_	_	_	0.68
823	833	דער	_	DET	_	_	_	_	_	_	0.68
823	834	אומגאָנג⸗	_	_	_	_	_	_	_	_	0.68
823	835	שפּראַך	_	NOUN	_	_	_	_	_	_	0.68
823	836	“	_	PUNCT	_	_	_	_	_	_	0.68
823	837	,	_	PUNCT	_	_	_	_	_	_	0.68
823	838	ווי	_	X	_	_	_	_	_	_	0.68
823	839	ער	_	PRON	_	_	_	_	_	_	0.68
823	840	זאָגט	_	VERB	_	_	_	_	_	_	0.68
823	841	,	_	PUNCT	_	_	_	_	_	_	0.68
823	842	ד	_	_	_	_	_	_	_	_	0.68
823	843	.	_	PUNCT	_	_	_	_	_	_	0.68
843											0.67
843	845	ה	_	_	_	_	_	_	_	_	0.67
843	846	.	_	PUNCT	_	_	_	_	_	_	0.67
843	847	אויף	_	ADP	_	_	_	_	_	_	0.67
843	848	אַ	_	DET	_	_	_	_	_	_	0.67
843	849	מאָדנע	_	_	_	_	_	_	_	_	0.67
843	850	דייטש	_	_	_	_	_	_	_	_	0.67
843	851	,	_	PUNCT	_	_	_	_	_	_	0.67
843	852	וואָס	_	X	_	_	_	_	_	_	0.67
843	853	האָט	_	X	_		_	_	_	_	0.67
843	854	אין	_	ADP	_	_	_	_	_	_	0.67
843	855	זיך	_	PRON	_	_	_	_	_	_	0.67
843	856	זעהר	_	_	_	_	_	_	_	_	0.67
843	857	אַ	_	DET	_	_	_	_	_	_	0.67
843	858	סך	_	ADV	_	_	_	_	_	_	0.67
843	859	אידיש	_	_	_	_	_	_	_	_	0.67
843	860	-	_	PUNCT	_	_	_	_	_	_	0.67
843	861	פאָלקסטימליכעס	_	_	_	_	_	_	_	_	0.67
843	862	.	_	PUNCT	_	_	_	_	_	_	0.67
862											0.52
862	864	איך	_	PRON	_	_	_	_	_	_	0.52
862	865	האָבּ	_	X	_	_	_	_	_	_	0.52
862	866	דאָם	_	_	_	_	_	_	_	_	0.52
862	867	איבּערגעגעבּן	_	_	_	_	_	_	_	_	0.52
862	868	אין	_	ADP	_	_	_	_	_	_	0.52
862	869	אַ	_	DET	_	_	_	_	_	_	0.52
862	870	פאָלקסטימליך	_	_	_	_	_	_	_	_	0.52
862	871	אידיש	_	_	_	_	_	_	_	_	0.52
862	872	,	_	PUNCT	_	_	_	_	_	_	0.52
862	873	וואָס	_	X	_	_	_	_	_	_	0.52
862	874	שטימט	_	_	_	_	_	_	_	_	0.52
862	875	,	_	PUNCT	_	_	_	_	_	_	0.52
862	876	לויט	_	_	_	_	_	_	_	_	0.52
862	877	מיין	_	X	_	_	_	_	_	_	0.52
862	878	מיינונג	_	_	_	_	_	_	_	_	0.52
862	879	,	_	PUNCT	_	_	_	_	_	_	0.52
862	880	אַמבּעסטן	_	_	_	_	_	_	_	_	0.52
862	881	מיט	_	ADP	_	_	_	_	_	_	0.52
862	882	דער	_	DET	_	_	_	_	_	_	0.52
862	883	געמיטליכקייט	_	_	_	_	_	_	_	_	0.52
862	884	פון	_	ADP	_	_	_	_	_	_	0.52
862	885	דער	_	DET	_	_	_	_	_	_	0.52
862	886	איינפאַכער	_	_	_	_	_	_	_	_	0.52
862	887	אויפריכטיגער	_	_	_	_	_	_	_	_	0.52
862	888	דערציילונג	_	_	_	_	_	_	_	_	0.52
862	889	,	_	PUNCT	_	_	_	_	_	_	0.52
862	890	און	_	CCONJ	_	_	_	_	_	_	0.52
862	891	אפשר	_	_	_	_	_	_	_	_	0.52
862	892	מיט	_	ADP	_	_	_	_	_	_	0.52
862	893	דער	_	DET	_	_	_	_	_	_	0.52
862	894	אייגנטליכער	_	_	_	_	_	_	_	_	0.52
862	895	אומגאַנגשפּראַך	_	_	_	_	_	_	_	_	0.52
862	896	אויך	_	ADV	_	_	_	_	_	_	0.52
862	897	פון	_	ADP	_	_	_	_	_	_	0.52
862	898	אַהרון	_	_	_	_	_	_	_	_	0.52
862	899	איזאַק	_	PROPN	_	_	_	_	_	_	0.52
862	900	און	_	CCONJ	_	_	_	_	_	_	0.52
862	901	זיין	_	_	_	_	_	_	_	_	0.52
862	902	סביבה	_	_	_	_	_	_	_	_	0.52
862	903	,	_	PUNCT	_	_	_	_	_	_	0.52
862	904	בּייגעהאַלטן	_	_	_	_	_	_	_	_	0.52
862	905	איזאַקס	_	_	_	_	_	_	_	_	0.52
862	906	איינגעפלאָכטענע	_	_	_	_	_	_	_	_	0.52
862	907	העבּרעאישע	_	_	_	_	_	_	_	_	0.52
862	908	ווערטער	_	NOUN	_	_	_	_	_	_	0.52
862	909	און	_	CCONJ	_	_	_	_	_	_	0.52
909											0.38
909	911	איך	_	PRON	_	_	_	_	_	_	0.38
909	912	אַהרון	_	_	_	_	_	_	_	_	0.38
909	913	בּן	_	_	_	_	_	_	_	_	0.38
909	914	יצחק	_	PROPN	_	_	_	_	_	_	0.38
909	915	ז“ל	_	_	_	_	_	_	_	_	0.38
909	916	,	_	PUNCT	_	_	_	_	_	_	0.38
909	917	בּין	_	AUX	_	_	_	_	_	_	0.38
909	918	געבּוירן	_	_	_	_	_	_	_	_	0.38
909	919	אין	_	ADP	_	_	_	_	_	_	0.38
909	920	טרויענבּריצען	_	_	_	_	_	_	_	_	0.38
909	921	ח	_	NOUN	_	_	_	_	_	_	0.38
909	922	'	_	_	_	_	_	_	_	_	0.38
909	923	פרסיות	_	_	_	_	_	_	_	_	0.38
909	924	[	_	_	_	_	_	_	_	_	0.38
909	925	אַכט	_	_	_	_	_	_	_	_	0.38
909	926	מייל	_	_	_	_	_	_	_	_	0.38
909	927	]	_	_	_	_	_	_	_	_	0.38
909	928	בּאַ	_	_	_	_	_	_	_	_	0.38
909	929	בּערלין	_	_	_	_	_	_	_	_	0.38
909	930	אין	_	ADP	_	_	_	_	_	_	0.38
909	931	דער	_	DET	_	_	_	_	_	_	0.38
909	932	פּראָווינץ	_	_	_	_	_	_	_	_	0.38
909	933	בּראַנדענבּורג	_	_	_	_	_	_	_	_	0.38
909	934	.	_	PUNCT	_	_	_	_	_	_	0.38
934											0.46
934	936	לאַ	_	_	_	_	_	_	_	_	0.46
934	937	איש	_	NOUN	_	_	_	_	_	_	0.46
934	938	דברי	_	_	_	_	_	_	_	_	0.46
934	939	אַנוכי	_	_	_	_	_	_	_	_	0.46
934	940	בלשון	_	_	_	_	_	_	_	_	0.46
934	941	הקודש	_	_	_	_	_	_	_	_	0.46
934	942	[	_	_	_	_	_	_	_	_	0.46
934	943	איך	_	PRON	_	_	_	_	_	_	0.46
934	944	קאָן	_	NOUN	_	_	_	_	_	_	0.46
934	945	זיך	_	PRON	_	_	_	_	_	_	0.46
934	946	ניט	_	PART	_	_	_	_	_	_	0.46
934	947	פריי	_	_	_	_	_	_	_	_	0.46
934	948	אויסדריקן	_	_	_	_	_	_	_	_	0.46
934	949	אויף	_	ADP	_	_	_	_	_	_	0.46
