אויבנאָן מ ־ען	почётное место; место во главе стола и т. п. אויבס ז זען אויפּס אויבער.. זען ווערטער מיט אייבער..
אויג ז ־ן (דימ. אייגל)	глаз
אויג אויף אויג, אונטער פיר אויגן	с глазу на глаз, наедине
שטעל׀ן אויג אויף אויג מיט	ставить лицом к лицу с...
אַן אויג פאַר אַן אויג	око за око
אויפן אויג	на глаз(ок), приблизительно
טרעפ׀ן אויפן אויג	прикинуть на глаз(ок)
אויסן אויג	точно как, вылитый
דער טאַטע אויסן אויג	вылитый отец
אין די אויגן	в глаза, в лицо
אין פּאָס. אויגן	в чьих-л. глазах (в чьём-л. мнении)
פאַר דאט. אין די אויגן	на глазах у кого-л.
הינטער די אויגן	1) за глаза; заочно 2) за спиной (тайком от кого-л.)
האָב׀ן* גרויסע אויגן	быть жадным
זיין דאט. גרויס אין די אויגן	действовать на кого-л. раздражающе, быть помехой для кого-л.
אויס׀קוק׀ן זיך די אויגן אויף	просмотреть все глаза в ожидании кого-л., чего-л. אויס׀שטעל׀ן/אויפ׀שטעל׀ן אַ פּאָר אויגן (אויף) таращить, пялить глаза на...; смотреть, как баран на новые ворота
האָב׀ן* אַן אויג אויף	иметь что-л. на примете
האַלט׀ן אַן אויג אויף	не спускать глаз с..., неотступно следить за... וואַרפ׀ן אַן אויג אויף 1) бросить взгляд на... 2) положить глаз на..., остановить свой выбор на...
וואַרפ׀ן זיך (דאט.) אין די אויגן	бросаться в глаза
פאַרליר׀ן פון די אויגן	терять из виду
צו׀מאַכ׀ן אַן אויג	1) задремать, прикорнуть 2) перен. закрывать глаза на что-л. 3) перен. закрыть глаза, умереть
קוק׀ן מיט אויגן	смотреть в оба
קוק׀ן דאט. אין די אויגן	обожать, боготворить кого-л.; преданно повиноваться кому-л.
קריכ׀ן (דאט.) אין די אויגן	1) льстить кому-л. 2) красоваться, рисоваться перед кем-л. 3) досаждать, надоедать, докучать, мозолить глаза кому-л.
(אויפ)׀רייס׀ן (דאט.) די אויגן	бросаться (кому-л.) в глаза, резко выделяться
שטעכ׀ן (דאט.) די אויגן (מיט)	1) раздражать кого-л. чем-л. 2) щеголять чем-л., выставлять перед кем-л. напоказ что-л.
אויגאַנעס מצ.	глазища אויגאַפּל מ ־ען זען אויגן־אַפּל
אויגוסט מ ־ן	август
אויגן־אַפּל ז ־ען	глазное яблоко
אויגנבליק מ ־ן	мгновение; миг
אויגנבליקלעך א, אדוו.	мгновенный; мгновенно אויגן־דאָקטער מ ..־דאָקטוירים (וו ־שע) глазной врач אויגן־דעקל, אויגן־לעדל,
אויגן־לעפּל ז ־עך	веко
אויגנצאָן מ ..ציין, ..ציינער	клык, глазной зуб
אויגנקויט מ	клейкое выделение во внутреннем углу глаза
אוידיטאָריע וו ־ס	аудитория
אוידיענץ [дье] וו ־ן	аудиенция
אוידיציע וו ־ס	радио-/телепередача
אוי־וויי! אינט.	(выражает огорчение) боже мой!, батюшки!, о горе!, горе мне!, увы! אויוון ¹ מ (מצ. ־ס, אויווענעס, דימ. אייוול) печь, печка
אויוון ² אדוו.	редк. наверху; вверху; сверху
אויטאָ מ ־ס	авто(мобиль)
אויטאָבוס מ ־ן	автобус
אויטאָביאָגראַפיע וו ־ס	автобиография
אויטאָביאָגראַפיש א	автобиографический
אויטאָגראַף מ ־ן	автограф
אויטאָדאַפע מ ־ען	аутодафе
אויטאָדידאַקט מ ־ן	самоучка, автодидакт
אויטאָמאָביל מ ־ן	автомобиль אויטאָמאָביליסט מ ־ן (וו ־קע) автомобилист
אויטאָמאַט מ ־ן	автомат
אויטאָמאַטיש א	автоматический
אויטאָנאָם א	автономный
אויטאָנאָמיע וו	автономия
אויטאָסטראַדע וו ־ס	автострада
אויטאָקראַטיע [тье] וו	автократия
אויטאָר מ ..אָרן (וו ..אָרשע)	автор
אויטאָריטאַריש א	авторитарный
אויטאָריטעט 1. וו ־ן	авторитет (влияние)
אויטאָריטעט 2. מ ־ן	авторитет (человек)
אויטאָרשאַפט וו	авторство
אויטענטיש א	аутентичный
אויטענטישקייט וו	аутентичность
אויך אדוו.	1. тоже, также
ווי אויך	как и; а также
אויך מיר אַ..!	тоже мне
אויך מיר אַן אויפטו!	тоже мне подвиг!
אויך מיר אַ זאַך!	подумаешь!
אויך מיר אַ קונץ!	подумаешь, какой подвиг!, большое дело!; велика премудрость!
