unique	NE
איניאָװע	LOC
איניווע	LOC
איניעווע	LOC
איניעװע 	LOC
אינסטיטשקע	LOC
אינסטערבורג	LOC
אינעבליץ 	LOC
אינצדארף	LOC
אינצדאָרף	LOC
אינשלעבען	LOC
איסאק	LOC
איסטיטשקע	LOC
איסטילע	LOC
איסטעטשקע	LOC
איסטעטשקע 	LOC
איסטעריק 	LOC
איסט פיטסבורג	LOC
איסטראלינקא	LOC
איסטרוק	LOC
איסט ריג	LOC
איסטריק	LOC
איסטריק 	LOC
איסלאַנד	LOC
איספאס	LOC
איספּאַס	LOC
איספהאן	LOC
איסציע	LOC
איסקא	LOC
איסקאַ	LOC
איסקאן	LOC
איסקאַן	LOC
איסקאפין	LOC
איסקופה	LOC
איסקיס	LOC
איסקע 	LOC
איסקערעסט	LOC
איעזד	LOC
איִעזד 	LOC
איען	LOC
איפּ	LOC
איפאלא	LOC
איפּאלא	LOC
איפּאָלװעצע	LOC
איפאלישאג	LOC
איפּאָלישאַג	LOC
איפאלשאג	LOC
איפעהערטויא	LOC
איצנע	LOC
איצקאן	LOC
איצקאַן 	LOC
איצקאני	LOC
איצקאַני	LOC
איקאהן	LOC
איקאריטא	LOC
איקלאד	LOC
איקלאָד	LOC
איקלוד	LOC
איקעריטוי	LOC
איקריטא	LOC
איקריטאָ	LOC
איקריטוא	LOC
אָיראַ	LOC
אירבא	LOC
אירבע	LOC
אירזיסטשוב	LOC
איר יוסף	LOC
אירינגען	LOC
אירלאַנד	LOC
אירענע	LOC
אירקוטסק	LOC
אירקעני	LOC
אירשא	LOC
אירשאבא	LOC
אירשאווע	LOC
אירשאַװע	LOC
אירשע	LOC
אירשע ?	LOC
איש	LOC
אישאמיר	LOC
אישאָמער 	LOC
אישאק	LOC
אישאר	LOC
אישחאציק	LOC
אישחציק	LOC
אישטענמעזעי	LOC
אישטענמעזעיִ	LOC
אישטשינעװ 	LOC
אישטשע	LOC
אישטשע 	LOC
אישטשע סאלנע	LOC
אישטשע סאָלנע	LOC
אישטשע סאָלנע 	LOC
אישטשערנע	LOC
אישיצע	LOC
אישפאלאטו	LOC
אישפאלטרו	LOC
אישפאנמעזע	LOC
אישפּאנמעזע	LOC
אישפלטו	LOC
אישפלטרו	LOC
אישפלטרו Q	LOC
אישקופה	LOC
אישקופי	LOC
אישקופיא	LOC
אײַביניץ 	LOC
אײבער־װישניצע 	LOC
אײבעראַפּשע 	LOC
אײַבעראָפּשע	LOC
אײבערביסטרע	LOC
אײבערגאָד 	LOC
אײבערגאָדי	LOC
אײבערװיזניצע	LOC
אײבערװישװע	LOC
אײבערװישעװע	LOC
אײבערטעקיש 	LOC
אײבערטעקעש	LOC
אײבערטריט	LOC
אײבערלאָפּאָש	LOC
אײבערלאָפּיש 	LOC
אײבערמישלע	LOC
אײבערמישלע 	LOC
אײבערסאָװאַט 	LOC
אײבערסאָװאַטש	LOC
אײבערסוטש	LOC
אײבערסוטש 	LOC
אײבער-סטאַנעװיץ	LOC
אײבערסעטש	LOC
אײבערסעטש 	LOC
אײבער-סעלישט 	LOC
אײבערעטעני	LOC
אײבערריבניץ	LOC
אײבעררינא	LOC
אײבעררעמעט	LOC
אײבעררעמעט 	LOC
אײבשיץ	LOC
אײדהױזן	LOC
אײדליטש 	LOC
אײדליץ	LOC
אײדקונען	LOC
אײַזנשטאַט	LOC
אײַזנשטאָט 	LOC
אײכשטעטן	LOC
אײַסין	LOC
אײערהיים	LOC
אײפֿל	LOC
אײראַגאָלע	LOC
אײראַגאָלע	LOC
אײַראַגאָלע 	LOC
אײשישאָק	LOC
אײשישאָק 	LOC
אכאטע	LOC
אָכאָטע	LOC
אָכאָטע 	LOC
אכאן	LOC
אַכאַן	LOC
אכבערע	LOC
אכן	LOC
אַכן	LOC
אכען	LOC
אָכרימעװע 	LOC
אלאאויפאלו	LOC
אָלאַאױפאָלו	LOC
אלאדע	LOC
אלאהנוב	LOC
אלאווע	LOC
אָלאָװע	LOC
אלאטריט	LOC
אלאטשקא	LOC
אָלאָטשקא	LOC
אלאלאפאש	LOC
אָלאַלאַפּאָש	LOC
אלאנעוו	LOC
אַלאָנעװ 	LOC
אלאסונה	LOC
אלאסליסקא	LOC
אָלאַסליסקאָ	LOC
אָלאַסענטדיערדי	LOC
אלאסענטריערדי	LOC
אָלאַפּאָטאָק	LOC
אלאפאליא	LOC
אלאפציש	LOC
אלאפּציש	LOC
אלאק	LOC
אלאקאטשארד	LOC
אלבא	LOC
אלבא יוליא	LOC
אַלבאַניע	LOC
אלביגאב	LOC
אלביגאוו	LOC
אלבליט	LOC
אלבליט דסינקאה	LOC
אלבענע	LOC
אלבערטא	LOC
אלבערטאירשא	LOC
אלבערסדארף	LOC
אלבעשט	LOC
אל-ג'דידה	LOC
אלג'יר	LOC
אלגאפאל	LOC
אלגזירה	LOC
אל גזירה	LOC
אלגיר	LOC
אלדינגען	LOC
אלדיקעס	LOC
אלדעברע	LOC
אלד פארדזש	LOC
אלהאממה	LOC
אלווינץ	LOC
אלוועד	LOC
אלוי	LOC
אָלװענײִסק 	LOC
אלזי	LOC
אלזייא	LOC
אלזיר	LOC
אלזס	LOC
אלזשיר	LOC
אלחאממא	LOC
אלחארא אלכבירא	LOC
אלחארא אלצגירא	LOC
אלחארה	LOC
אלחארה אלכבירה	LOC
אלחארה לכבירה	LOC
אלט	LOC
אַלט־אישיצע 	LOC
אַלט־ביכעװ 	LOC
אַלט־לעסלע 	LOC
אַלט־ניװקע 	LOC
אַלט־סאַנדז 	LOC
אַלט־סװענציאַן 	LOC
אַלט־סיניאָװע 	LOC
אַלט־סיראָטינע 	LOC
אַלט־קאָסנטין 	LOC
אַלט־שטאָט 	LOC
אלט-אושיץ	LOC
אלטאישיצע	LOC
אלטאנא	LOC
אלט אפען	LOC
אלט בונצלוי	LOC
אלטביכעוו	LOC
אלט-בעראן	LOC
אלט-בערון	LOC
אלטברייזאך	LOC
אלטדארף	LOC
אלטהעוויס	LOC
אלטונא	LOC
אלטונה	LOC
אלט-לעסלע	LOC
אלטנבורג	LOC
אלטנדארף	LOC
אלטנמור	LOC
אלטנקונשטאט	LOC
אלטן קונשטאט	LOC
אלטנקראנע	LOC
אלטנשטאט	LOC
אלטנשטיין	LOC
אלטנשענבאך	LOC
אלטסאנדז	LOC
אלטסיניאווע	LOC
אלטע	LOC
אָלטע	LOC
אלטענדארף	LOC
אלטענע	LOC
אלטענקראנע	LOC
אלטקאסנטין	LOC
אלט ראדנע	LOC
אלטר ניזבערג	LOC
אָלטשאָ	LOC
אלטשטאט	LOC
אלטשניק	LOC
אָלטשעדײַעװ 	LOC
אלטשעווסק	LOC
אַלטשעװסק	LOC
אליאנדא	LOC
אַליאַריץ 	LOC
אָליזאַרקע 	LOC
אליזרו	LOC
אליטא	LOC
אליטהא	LOC
אליטע	LOC
אַליטע	LOC
אַליטע 	LOC
אלינאק	LOC
אלינגיװ	LOC
אליניקע	LOC
אלינע	LOC
אלינקע	LOC
אליסקאוו	LOC
אליפאלי	LOC
אליפאנט	LOC
אליפאנספאנטיין	LOC
אליק	LOC
אַליק 	LOC
אָליק	LOC
אליקסאט	LOC
אלישו	LOC
אלישװעניץ	LOC
אלישטאבע	LOC
אלישטאל	LOC
אָלישטאַל	LOC
אלישטעבא	LOC
אלישעווא	LOC
אלישקאן	LOC
אלכניס	LOC
אלכסאנדער	LOC
אלכסנדראוו	LOC
אלכסנדרובסק	LOC
אלכסנדריא	LOC
אלכסנדריאה	LOC
אלכסנדרע	LOC
אללענטאון	LOC
אלמאאויוואראש	LOC
אָלמאָאויװאַראָש	LOC
אלמאסעג	LOC
אָלמאָסעג	LOC
אלמאש	LOC
אָלמאַש	LOC
אלמאשד	LOC
אַלמאָשד	LOC
אלמדויא	LOC
אל מדיאה	LOC
אל מדייה	LOC
אלמיץ	LOC
אָלמיץ	LOC
אלנדארף	LOC
אַלנדאָרף	LOC
אלניצא	LOC
אלסיאד	LOC
אַלסיאד	LOC
אַלסיאַד 	LOC
אלעווסק	LOC
אָלעװנע 	LOC
אָלעװסק 	LOC
אלעכסענדער	LOC
אָלעניטש 	LOC
אלעסאנדריא	LOC
אַלעסאַנדריאַ	LOC
אלעסאנדריא די לה פאליא	LOC
אלעסק	LOC
אַלעסק	LOC
אַלעסק 	LOC
אלעסקא	LOC
אלעסקאוו	LOC
אָלעסקאָװ 	LOC
אלעפאליע	LOC
אָלעפּאָליע 	LOC
אלעצק	LOC
אָלעצק	LOC
אלעקוויפא	LOC
אלעקס	LOC
אַלעקס	LOC
אלעקסאט	LOC
אַלעקסאָט	LOC
אַלעקסאָט	LOC
אַלעקסאָט 	LOC
אלעקסאנדאווע	LOC
אלעקסאנדואוו	LOC
אלעקסאנדער	LOC
אַלעקסאַנדער	LOC
אַלעקסאַנדער 	LOC
אלעקסאנדראווסק	LOC
אלעקסאנדראווקע	LOC
אַלעקסאַנדראָװיטש 	LOC
אַלעקסאנדראָװסק	LOC
אַלעקסאַנדראָװסקע	LOC
אַלעקסאַנדראָװע	LOC
אַלעקסאַנדראָװע דעקי 	LOC
אַלעקסאַנדראָװקע	LOC
אַלעקסאַנדראָװקע 	LOC
אלעקסאנדרי	LOC
אַלעקסאַנדרי	LOC
אלעקסאנדריא	LOC
אלעקסאנדריע	LOC
אַלעקסאַנדריע	LOC
אַלעקסאַנדריע 	LOC
אלעקסאנדרען	LOC
אלעקסאנטראווסקע	LOC
אלעקסניץ	LOC
אלעשיץ	LOC
אָלעשיץ	LOC
אָלעשיץ 	LOC
אָלעשניק	LOC
אלפארעט	LOC
אָלפּאָרעט	LOC
אלפין	LOC
אַלפּין	LOC
אָלפּין 	LOC
אל פראגו	LOC
אל פראנו	LOC
אלפריד	LOC
אלפריט	LOC
אלפרעט	LOC
אָלפּרעט	LOC
אלפּשטעש	LOC
אלצייא	LOC
אלקוליא	LOC
אלקוליעא	LOC
אלקוליעה	LOC
אלקוליעה דסינקה	LOC
אלקיש	LOC
אלקלע	LOC
אלקנוס	LOC
אלקניס	LOC
אלקסנדר	LOC
אל-קסר אל-כביר	LOC
אלקעניק	LOC
אָלקעניק 	LOC
אלשאאבראני	LOC
אָלשאָאַבראַני	LOC
אלשאאידעטש	LOC
אָלשאָאידעטש	LOC
אָלשאָאָלטשװאָ	LOC
אָלשאָדיערטיאַן	LOC
אלשאהאדימאש	LOC
אָלשאָהאָדימאַש	LOC
אלשאוויץ	LOC
אלשאווע	LOC
אָלשאָװיץ	LOC
אָלשאָװע	LOC
אלשאזשאלצא	LOC
אָלשאָזשאָלצאָ	LOC
אלשאזשוק	LOC
אָלשאָזשוק	LOC
אלשאטריט	LOC
אלשא טשאבאנקע	LOC
אָלשאָיאָרע	LOC
אלשאן	LOC
אָלשאַן	LOC
אָלשאַן 	LOC
אלשאנערעסניצע	LOC
אָלשאָנערעסניצע	LOC
אלשאסאלאק	LOC
אָלשאָסאָלאָק	LOC
אלשאסאפאר	LOC
אָלשאָסאָפּאָר	LOC
אָלשאָסענעװער	LOC
אלשאקובין	LOC
אָלשאָקובין	LOC
אלשאקערטוועליעש	LOC
אָלשאָקערטװעליעש	LOC
אלשאראקאש	LOC
אָלשאָראַקאָש	LOC
אלשאריערטיאן	LOC
אלשא שעבעש	LOC
אלשוב	LOC
אלשויא אידעטש	LOC
אָלשװיל	LOC
אלשיוויץ	LOC
אָלשעװיץ 	LOC
אמאנפארד	LOC
אָמאץ	LOC
אמאריכא	LOC
אָמבאָד	LOC
אמבאר	LOC
אמגאד	LOC
אמדור	LOC
אַמדור	LOC
אַמדור 	LOC
אמור	LOC
אַמור	LOC
אמטיסלאוו	LOC
אמטשבוב	LOC
אמטשוב	LOC
אמטשיסלאוו	LOC
אַמטשיסלאַװ	LOC
אַמטשיסלעװ 	LOC
אמטשישלו	LOC
אמיספורט	LOC
אמירספארט	LOC
אמכװע	LOC
אמנאש טירשציזנא	LOC
אמסאנע	LOC
אַמסאַנע	LOC
אמסטאוו	LOC
אַמסטאָװ	LOC
אמסטוב	LOC
אמסטיבעווע	LOC
אַמסטיבעװע	LOC
אַמסטיבעװע 	LOC
אמסטערדאם	LOC
אַמסטערדאַם	LOC
אמסטרדאם	LOC
אמסטרדם	LOC
אמסטרשצינע	LOC
אַמסידאָװ	LOC
אַמסענע	LOC
אמספארד	LOC
אמענעבורג	LOC
אַמענעבורג	LOC
אמערספארט	LOC
אַמערספאָרט	LOC
אמשאנאוו	LOC
אמשטיבעווע	LOC
אמשטערדאם	LOC
אמשטרדאם	LOC
אמשטרדם	LOC
אמשינאב	LOC
אמשינאוו	LOC
אַמשינאָװ	LOC
אַמשינע	LOC
אמשנאב	LOC
אמשנאוו	LOC
אמשנוב	LOC
אמשענאוו	LOC
אמשענוב	LOC
אמשענע	LOC
אַמשענע 	LOC
אמשענעוו	LOC
אַמשענעװ 	LOC
אַנאַ	LOC
אנאד	LOC
אָנאָד	LOC
אַנאַטאָװקע	LOC
אַנאַטעװקע 	LOC
אנאניעוו	LOC
אַנאַניעװ	LOC
אַנאַניעװ 	LOC
אנאר	LOC
אנארטש	LOC
אָנאָרטש	LOC
אנבאד	LOC
אנגילו קסטרו	LOC
אנגליא	LOC
אנגליה	LOC
אנגע	LOC
אָנגע	LOC
אנגען	LOC
אנגערמינדע	LOC
אַנגערמינדע	LOC
אנדארנאק	LOC
אָנדאָרנאָק	LOC
אנדז'אייבה	LOC
אנדז'ייוב	LOC
אנדיג'אן	LOC
אנדילאש	LOC
אנדירנופלה	LOC
אָנדע	LOC
אַנדראָװיץ	LOC
אָנדראַש	LOC
אַנדראָשאָװיץ	LOC
אנדרופלי	LOC
אנדרושיווקע	LOC
אנדריי	LOC
אנדריכאוו	LOC
אַנדריכאָװ	LOC
אנדריכאף	LOC
אנדריכוב	LOC
אנדרישיווקע	LOC
אַנדרישיװקע 	LOC
אַנדרישיצע	LOC
אנדרנך	LOC
אנווער	LOC
אַנושישאָק	LOC
אנט.	LOC
אַנטאַלאָװיץ 	LOC
אָנטאָלאָץ	LOC
אנטאליעפט	LOC
אַנטאַליעפּט	LOC
אנטאלעפט	LOC
אַנטאַלעפט	LOC
אַנטאַלעפּט 	LOC
אנטאנאווע	LOC
אנטאנאווקע	LOC
אַנטאָנאָװיץ 	LOC
אַנטאָנאָװקע	LOC
אַנטאָנאָװקע 	LOC
אנטאנאפאל	LOC
אַנטאָנאָפּאָל	LOC
אנטאניאווקי	LOC
אנטא ניווקע	LOC
אנטאנין	LOC
אנטאניע	LOC
אנטאריא	LOC
אנטאש	LOC
אַנטאַש	LOC
אנטבקה	LOC
אנטווערבין	LOC
אנטווערפין	LOC
אנטווערפן	LOC
אנטווערפען	LOC
אנטוורפן	LOC
אנטונובקה	LOC
אנטופול	LOC
אַנטװערפּן	LOC
אנטינאווקע	LOC
אנטיניא	LOC
אנטיניע	LOC
אַנטיניע	LOC
אנטיניעס	LOC
אַנטיניעס	LOC
אנטינס	LOC
אנטיפאלא	LOC
אנטיפאלי	LOC
אנטיפאליא	LOC
אנטיפאליה	LOC
אנטיפאליע	LOC
אנטיפאלע	LOC
אַנטיפליק	LOC
אנטיקאליע	LOC
אַנטעניִ	LOC
אנטעניווקע	LOC
אַנטעניװקע 	LOC
אַנטעניִע	LOC
אנטעפאליע	LOC
אַנטעפּאָליע	LOC
אַנטעפּאָליע 	LOC
אנטשיקראק	LOC
אַנטשיקראַק 	LOC
אניווערס	LOC
אָניסקעװע 	LOC
אני פלך קוטייאם	LOC
אני פלך קוטייאס	LOC
אניק	LOC
אניקסט	LOC
אניקשט	LOC
אַניקשט	LOC
אַניקשט	LOC
אַניקשט 	LOC
אנישאק	LOC
אַנישאָק	LOC
אַנישאָק 	LOC
אננופול	LOC
אנסבאך	LOC
אָנסלער	LOC
אנעפאליע	LOC
אַנעפּאָליע 	LOC
אנעשט	LOC
אָנעשט	LOC
אנקאנא	LOC
אַנקאָנאַ	LOC
אנקונא	LOC
אנקונה	LOC
אנקשיאה	LOC
אנרעװא	LOC
אָנשאַרעװ 	LOC
אנשבאך	LOC
אַנשבאַך	LOC
אסאד	LOC
אָסאָד	LOC
אסאווע	LOC
אָסאָװע	LOC
אסאי	LOC
אָסאָי	LOC
אסאלוי	LOC
אָסאָלױ	LOC
אסאן	LOC
אסאנפא	LOC
אָסאָנפאָ	LOC
אסאנפאל	LOC
אסאנפיא	LOC
אסאר	LOC
אַסאַר	LOC
אסאריץ	LOC
אסגאטשין	LOC
אסוווייע	LOC
אסוייא	LOC
אסונה	LOC
אָסװיִיִע	LOC
אָסװײ 	LOC
אָסט	LOC
אָסטאָװע־שעדלעצקי	LOC
אָסטאָװעק	LOC
אסטאמליע	LOC
אַסטאָמליע 	LOC
אָסטאַנקאָװיטש 	LOC
אסטאריא	LOC
אָסטאַשיװקע 	LOC
אסטדאווע	LOC
אסטהאפן	LOC
אָסטהאָפן	LOC
אסטהיים	LOC
אָסטהיים	LOC
אסטי	LOC
אַסטי	LOC
אסטי'	LOC
אסטילע	LOC
אָסטילע	LOC
אָסטינע	LOC
אסטער	LOC
אָסטער 	LOC
אסטערלענקא	LOC
אסטערלענקי	LOC
אסטערשאװע	LOC
אסטראב	LOC
אסטראדע	LOC
אָסטראָדע	LOC
אסטראה	LOC
אסטראווא	LOC
אסטראווי	LOC
אסטראוויעץ	LOC
אסטראוויק	LOC
אסטראוומאזאוויעצק	LOC
אסטראוו מאזאוויעצק	LOC
אסטראוו-מאזאוויעצק	LOC
אסטראוונע	LOC
אסטראווע	LOC
אסטראוועק	LOC
אסטראווע שעדלעצקי	LOC
אסטראווצא	LOC
אסטראווצי	LOC
אסטראווצע	LOC
אָסטראָװ 	LOC
אָסטראָװ־מאַזאָװיעצק	LOC
אָסטראָװיץ 	LOC
אָסטראָװיק	LOC
אָסטראָװנע 	LOC
אָסטראָװע	LOC
אָסטראָװע 	LOC
אָסטראָװצע	LOC
אָסטראָװצע 	LOC
אסטראזשעץ	LOC
אַסטראָזשעץ 	LOC
אסטראכאן	LOC
אַסטראַכאַן	LOC
אסטראליינקא	LOC
אסטראלענקא	LOC
אסטראלענקי	LOC
אסטראלענקע	LOC
אָסטראָלענקע	LOC
אָסטראָלענקע 	LOC
אסטראמענטשין	LOC
אָסטראָמענטשין	LOC
אסטראמעצין	LOC
אסטראני	LOC
אסטראפאל	LOC
אָסטראָפּאָל	LOC
אסטראפאליע	LOC
אָסטראָפּאָליע	LOC
אסטרוב	LOC
אסטרובמאזאוו	LOC
אסטרווו־לובעלסקי	LOC
אסטרווולובעלסקי	LOC
אסטרווע	LOC
אסטרווצי	LOC
אסטרויע	LOC
אסטרושניצא	LOC
אסטריווע	LOC
אסטריוועק	LOC
אסטרילינקי	LOC
אסטרילינקע	LOC
אסטרין	LOC
אַסטרין	LOC
אַסטרין 	LOC
אסטריק	LOC
אסטרליינקא	LOC
אסטרליינקי	LOC
אסטרע	LOC
אָסטרע	LOC
אָסטרע 	LOC
אסטרעווע	LOC
אָסטרעװ 	LOC
אָסטרעװע	LOC
אָסטרעװצע	LOC
אסטרעחאן	LOC
אסטרעלינקע	LOC
אסטרעלענקא	LOC
אָסטרעלענקע	LOC
אסיװנע	LOC
אַסיטניאַטשקע 	LOC
אסיע	LOC
אסיפאוויטש	LOC
אסיפאוויץ	LOC
אַסיפּאָװיטש 	LOC
אָסיפּאָװיטש	LOC
אָסיקאַװאַטע 	LOC
אסכנדרונא	LOC
אסלא	LOC
אָסלאָ	LOC
אסלאני	LOC
אסלאר	LOC
אָסלאַר	LOC
אסלוי	LOC
אָסמאָלין 	LOC
אָסמאַליץ 	LOC
אסמאנא	LOC
אָסמולסק 	LOC
אסמינא	LOC
אסמינע	LOC
אסמענא	LOC
אסמענע	LOC
אסמראווא	LOC
אסע	LOC
אָסע 	LOC
אַסעד 	LOC
אָסעװ 	LOC
אסען	LOC
אַסען	LOC
אסענפא	LOC
אספאלאטרו	LOC
אספאניס	LOC
אספי	LOC
אָסראָ	LOC
"אפ""ש"	LOC
אפא	LOC
אַפּאַ	LOC
אפאד	LOC
אפאדי	LOC
אָפּאָדי	LOC
אפאהידא	LOC
אָפּאָהידאָ	LOC
אפא הידיא	LOC
אָפּאַטי	LOC
אפאטע	LOC
אָפּאַטפאָלו	LOC
אפאטשנא	LOC
אפאטשנע	LOC
אָפּאָטשנע	LOC
אָפּאָטשנע 	LOC
אפאיד	LOC
אפאכאווא	LOC
אפאכאווע	LOC
אפאכאָװע	LOC
אפאלא	LOC
אַפּאַלין 	LOC
א פאליע	LOC
אפאלע	LOC
אָפּאַלע	LOC
אָפּאָלע	LOC
אפאלפאלווא	LOC
אָפּאָנאָדיפאָלװאָ	LOC
אפאריץ	LOC
אפאשטאג	LOC
אָפּאָשטאָג	LOC
אפאשטאק	LOC
אפהיים	LOC
אַפּהיים	LOC
אפט	LOC
אַפּט	LOC
אַפּט 	LOC
אפטא	LOC
אַפּטיװקע 	LOC
אַפּטעװיץ 	LOC
אפילשאג	LOC
אפנבאך	LOC
אפסע	LOC
אָפּסע	LOC
אפע	LOC
אפעהערטא	LOC
אָפעהערטאָ	LOC
אפעהערטוי	LOC
אפעהרטויא	LOC
אַפעיודע	LOC
אפעלגענא	LOC
אפעלין	LOC
אפעלן	LOC
אָפּעלן	LOC
אָפּעלע 	LOC
אפען	LOC
אפענבאך	LOC
אָפענבאַך־מיין	LOC
אָפענבאַך־פּפאַלץ	LOC
אפערטא	LOC
אפערטויא	LOC
אפערטע	LOC
אפעריוס	LOC
אפעריס	LOC
אפערערעס	LOC
אפפעלן	LOC
אפץ	LOC
אפּץ	LOC
אפּשא	LOC
אפשיצא	LOC
אפשיצה	LOC
אפשע	LOC
אַפּשע	LOC
אָפּשע 	LOC
אצעלעס	LOC
אָצעלעס 	LOC
אצענבורג	LOC
אצענברוק	LOC
אקאליס	LOC
אַקאַלע 	LOC
אקאנאוו	LOC
אקאסטא	LOC
אָקאָסטאָ	LOC
אָקאָריטע	LOC
אָקאָש	LOC
אקאשפאלא	LOC
אָקאָשפאָלאָ	LOC
אקאשפאלווא	LOC
אָקאָשפאָלװאָ	LOC
אקווי	LOC
אקוניעוו	LOC
אָקוניעװ	LOC
אָקוניעװ 	LOC
אקופ	LOC
אקוש, אקאש	LOC
אַקװי	LOC
אקטעלעק	LOC
אַקטעלעק	LOC
אקייאר	LOC
אקימאווקע	LOC
אַקימאָװיד 	LOC
אַקימאָװקע	LOC
אקינאוו	LOC
אקירמאן	LOC
אקלי	LOC
אקליווע	LOC
אקליװע	LOC
אקלין	LOC
אַקלינע	LOC
אַקמיאַן 	LOC
אָקמיאַן 	LOC
אקמיג'יד	LOC
אַקמיג'יד	LOC
אקמעטשעט	LOC
אַקמעטשעט	LOC
אקמעיאן	LOC
אַקמעיאַן	LOC
אַקמעיאַן	LOC
אקנא	LOC
אקניצע	LOC
אָקניצע 	LOC
אקנע	LOC
אָקנע	LOC
אָקנע 	LOC
אקנע שוגאטאג	LOC
אקנע שוגאַטאַג	LOC
אקספארד	LOC
אָקספאָרד	LOC
אַקעמאַן	LOC
אקערמאן	LOC
אַקערמאַן 	LOC
אקצין	LOC
אר	LOC
אראגון	LOC
